user_id,product,credit_limit,income_volatility,spending_bias,repayment_discipline,final_cash,final_balance,net_worth_proxy,payment_on_time_rate,avg_utilization,defaulted,cumulative_interest,cumulative_fees,final_fico_proxy
111,Traditional Revolving Card,844.5678146378252,0.13094534591809215,1.1491059888966908,0.6118189315156937,33.70173482305434,1535.180829256611,-1501.4790944335568,0.0,1.352823260752424,1,273.7560680084891,420.0,337.6612087097091
112,Traditional Revolving Card,1152.881647406609,0.172382649660261,1.1473322044531198,0.6813223763661189,9.720488862421064,1920.8964799524176,-1911.1759910899966,0.0,1.2786915263742484,1,353.2947306601861,420.0,346.55701683509017
113,Traditional Revolving Card,1302.742777257503,0.2816878275767584,0.9702431064007035,0.5817172226118633,3.1438945462160035,2050.7673705043967,-2047.6234759581807,0.0,1.1976741386065688,1,373.9406768738805,420.0,356.27910336721175
114,Traditional Revolving Card,789.816347428294,0.12070911317569269,1.1758066059863301,0.6893752906203204,75.95457640132297,1466.8302771643384,-1390.8757007630154,0.0,1.368230240789496,1,258.9097402885377,420.0,335.81237110526047
115,Traditional Revolving Card,1376.1441042643878,0.3926457136369502,0.8958837204795511,0.8439666742755615,154.98187930864356,2186.9987284790327,-2032.0168491703892,0.0,1.21823306601414,1,401.8110514291408,420.0,353.8120320783032
116,Traditional Revolving Card,1390.8347118829,0.35340781193408405,0.8019375990504555,0.7607818895646599,114.1586005869656,2152.601198365329,-2038.4425977783633,0.0,1.1701024235143465,1,390.04794183656867,420.0,359.58770917827843
117,Traditional Revolving Card,1211.7440490748745,0.3377851823803747,1.0570253129250835,0.5623374780134068,0.0,1994.9365611848057,-1994.9365611848057,0.0,1.2705559895885425,1,368.98249524551267,420.0,347.5332812493749
118,Traditional Revolving Card,983.0940924432379,0.22283721591004152,1.2473349976035704,0.6733925356264134,31.990129363801756,1707.3291771334757,-1675.339047769674,0.0,1.3085718057263138,1,308.26894904464234,420.0,342.97138331284236
119,Traditional Revolving Card,955.155498952677,0.3009235362809773,0.8173899394220981,0.9447835840196572,79.93806655131496,1501.0298274724046,-1421.0917609210896,0.08333333333333333,1.2691691450895641,1,290.57862720386356,385.0,361.8663692559189
120,Traditional Revolving Card,1456.4830328950568,0.28363918756509426,0.8935991331688073,0.4655666856206425,0.0,2287.19321847303,-2287.19321847303,0.0,1.2088496407810856,1,422.00690948970214,420.0,354.93804310626973
121,Traditional Revolving Card,822.1943283760238,0.309938640621928,1.033511589119188,0.7860641020941401,94.41454576888073,1504.9413834965887,-1410.526837727708,0.0,1.3541474301152292,1,266.75779406946714,420.0,337.5023083861725
122,Traditional Revolving Card,1466.1176152047947,0.08377772845595563,1.1644733314001918,0.5268357281312085,25.034245616071644,2312.4775895677003,-2287.443343951629,0.0,1.2390715971858433,1,435.42745398572924,420.0,351.3114083376988
123,Traditional Revolving Card,1158.7002102173908,0.21632296086824387,0.840068902283774,0.7785951405524315,44.99946305937176,1922.4785463333194,-1877.4790832739477,0.0,1.2622553112122028,1,350.51148098177816,420.0,348.5293626545357
124,Traditional Revolving Card,1176.0413750892858,0.066645669544757,0.9778555941915025,0.5628136875000755,33.57520868573029,1942.2694830051641,-1908.6942743194338,0.0,1.2627501973918551,1,355.90097338644347,420.0,348.4699763129774
125,Traditional Revolving Card,772.9780736466687,0.2475963276978076,1.136184110283449,0.6232124719766728,0.0,1443.0347097143672,-1443.0347097143672,0.0,1.3683886620938757,1,253.4134712666009,420.0,335.7933605487349
126,Traditional Revolving Card,1163.3208424678533,0.18194448493311416,0.9671944437828628,0.6265414886044147,40.62020389285378,1926.352877680947,-1885.732673788093,0.0,1.2582979637780534,1,350.80618788548185,420.0,349.0042443466336
127,Traditional Revolving Card,1353.396379002844,0.10780967554641877,0.8849763892140375,0.4255599098679431,15970.204552000034,0.0,15970.204552000034,1.0,0.0,0,0.0,0.0,780.0
