user_id,income_volatility,spending_bias,paycheck_frequency,liquidity_buffer,credit_limit,repayment_discipline
50,0.12996328099004334,0.8589006488827228,14,230.90977649462263,1410.8362229812446,0.6218583012319295
51,0.05294490790040221,0.9974697658108769,1,182.31929084008675,977.8538438107594,0.6102063277134201
52,0.36476975100085535,0.9363340829767859,7,348.04391002575966,1462.2259287928955,0.7812330822698327
53,0.31594034263681287,0.9661727786034359,14,180.80814409219465,2002.0402284791237,0.5284392652456723
54,0.33206615145053403,0.9061987681792487,7,87.76286340462404,631.7055924697186,0.860582018260971
55,0.36229161240878716,1.1434199704189552,7,150.37369730072606,1373.8442869651622,0.7640168626024241
56,0.23356631021533597,1.2185015063096227,7,20.0,747.9593216015651,0.5913403252918856
57,0.2774964783811575,1.0240693337549995,7,228.7364705646528,1306.692230554376,0.6042790625730508
58,0.10591879925106298,1.0893492905033746,7,250.7820295578327,1148.3069591120266,0.6308495588267222
59,0.09581202941438938,1.1902275244730176,7,476.3035244031381,1232.4455806154608,0.6311954347358231
60,0.3173611847161887,1.2494733368001465,7,105.37968112747143,972.0784309179408,0.44940251388680313
61,0.23843848245725302,1.0760824181284245,7,147.86465115897806,1395.135277374125,0.9735492157176938
62,0.27609444259247556,1.200400759942941,7,110.90897706741413,837.9105405074047,0.567972127883999
63,0.35599954296641023,1.208873710950039,14,205.45364413574688,1510.409315724685,0.7506684611190786
64,0.3038873280002363,1.1561531695134302,7,225.80286413755363,1097.6874233474543,0.6240653879715211
65,0.2714317602631983,1.0074191259828997,7,173.59501866857872,849.3273306492276,0.46569057099411376
66,0.2736828642981654,0.8365193001907547,7,310.3591100247638,1598.7342058351746,0.3471699629005785
67,0.1715800392250449,0.8071124999480602,7,105.9624595494267,1183.1643367977117,0.887214176281333
68,0.062327133827175765,1.0147402849773162,14,298.3408857468854,1676.9089926105066,0.7103577260863059
69,0.22468695569294495,1.022441540090578,7,244.6197424369299,1505.3390323283356,0.5681756501860161
70,0.1358338691278117,0.9833130745383376,1,178.55640961212643,1000.4635738033912,0.818496904013737
71,0.21341145748985446,1.055675308081114,14,142.20760310914255,1178.7525497658128,0.8738969207621323
72,0.39136122930726647,1.0484732164869923,14,471.20013104776433,1230.2594849158936,0.5690308153382173
73,0.14357579434613632,1.1764758684647119,14,81.95896191095048,1581.57579999661,0.6552196776375475
74,0.07332109667562642,0.8488956964680181,14,215.75198123620976,1309.3794283417787,0.8170590402632893
75,0.16255355680879863,0.9013299497474955,14,89.97371157094409,1244.073155274115,0.772455307720726
76,0.16743750310667344,1.1568522405318338,7,394.2744898345567,1150.030103225423,0.7746680867318474
77,0.314766605890758,1.1815265902506447,7,286.41915945590443,1187.3607410363402,0.888101082243736
78,0.27281286093651136,1.2476708961293905,7,98.59801453906272,1526.148021419581,0.4199307105702819
79,0.3635592836425654,1.1928104073741879,7,241.5113992117474,1200.9263376993686,0.543005532122197
80,0.315725416130955,1.200454553182549,7,210.92348655318665,1101.2506821754564,0.23693732226823933
81,0.21255474457602824,0.9414565741834572,1,118.00502856303135,1058.8732085965783,0.9331213644839844
82,0.3756081538664139,0.9807477353042194,7,270.9797060673808,1061.5587115409594,0.8622575268884853
83,0.11678916796308157,0.9206382971692479,14,226.71664693252922,849.4760009893087,0.7105214908604035
84,0.05908482925354419,1.072834729186722,14,205.88384566631427,1012.4061729183802,0.7044445957674419
85,0.0860191443102567,1.2224624093931673,7,174.96963465092054,1574.6050689125807,0.8033914544110902
86,0.3389437402385801,0.955088398930228,7,231.72653911195815,1148.3501848581259,0.9155462172947703
87,0.23475089210055494,1.0506508018466527,7,207.52651937909513,1376.1029171390246,0.7548901672746633
88,0.11450871161344073,0.9333348337040683,7,187.09119996300208,580.3108705247914,0.6741852486386493
89,0.25041791004134545,0.8764099881977184,14,103.07809008149238,1342.0778272414698,0.6926038759518295
90,0.11092484108526737,0.887833488418395,14,383.25194889149907,1159.6618239077216,0.7812938440652273
91,0.3285281500310944,0.8260754050421585,14,53.94960679817436,1079.6399942773728,0.5792931994880748
92,0.22846251022961228,1.227182085354166,14,231.3163462655694,1245.239989355283,0.5108356671857072
93,0.202408490438593,0.9812958238284334,14,141.57111092382806,1076.043686546993,0.8093655218622304
94,0.17060483565915063,1.1753544014009487,7,391.14567233391597,669.031270027911,0.7919395903616379
95,0.3021130372475554,1.106598262710361,1,71.58209553313912,1430.5619852929844,0.3998872152153618
96,0.19472504422135617,0.8863645226349884,1,91.76840858876015,1260.7543903370483,0.829510211873691
97,0.0850599677264404,0.8789580109605896,7,63.62183240858097,1121.514386313037,0.6324563786479471
98,0.09720236084820613,1.1653946906797452,7,218.81580611407324,958.4536569818906,0.7701206122281938
99,0.43475906581980583,0.9191202697787918,7,20.0,832.5356209732163,0.4817236469486897
100,0.41343227628304285,1.2109783326658892,14,122.57658062906805,1255.9731767670144,0.4284213210442204
101,0.3298828535242998,0.8630249321102708,7,20.0,1603.3602400563398,0.7164768356252996
102,0.15634798458380783,1.1049688765045114,14,208.85056249537087,1250.7916191852596,0.5136780274793987
103,0.4376705509390896,1.1665132442139203,14,119.97421694924849,854.3095984767936,0.397784373363683
104,0.3615003615863179,0.9058653747870403,7,20.0,1256.2791817596005,0.6053754675380667
105,0.3367560756635982,0.9242933135554547,7,310.273128356887,1186.664259438318,0.7644179764388475
106,0.22974460085751547,1.2340334987626407,7,23.079972193807293,1416.0109065185575,0.38033021248477417
107,0.1588966247380636,0.9190689224057713,7,275.6332428033858,1351.6832943529316,0.9147650724349513
108,0.08855638486139972,0.9934806724550216,7,95.87510112146347,453.5443664725191,0.8509420449400815
109,0.4110409586175367,0.9946320169590648,14,372.1885653474511,1336.3105511071142,0.5746459027974715
110,0.23231051593344443,0.9138656374683576,7,269.94606467113755,949.130147623979,0.7625019388141324
111,0.13094534591809215,1.1491059888966908,7,59.034255495116625,844.5678146378252,0.6118189315156937
112,0.172382649660261,1.1473322044531198,14,69.95009373476324,1152.881647406609,0.6813223763661189
113,0.2816878275767584,0.9702431064007035,7,252.6630246269172,1302.742777257503,0.5817172226118633
114,0.12070911317569269,1.1758066059863301,7,148.51462431477998,789.816347428294,0.6893752906203204
115,0.3926457136369502,0.8958837204795511,7,159.67889915743615,1376.1441042643878,0.8439666742755615
116,0.35340781193408405,0.8019375990504555,7,332.66866341265177,1390.8347118829,0.7607818895646599
117,0.3377851823803747,1.0570253129250835,7,90.15733519560523,1211.7440490748745,0.5623374780134068
118,0.22283721591004152,1.2473349976035704,7,190.95525266105454,983.0940924432379,0.6733925356264134
119,0.3009235362809773,0.8173899394220981,7,294.5553352382767,955.155498952677,0.9447835840196572
120,0.28363918756509426,0.8935991331688073,7,277.09409860627204,1456.4830328950568,0.4655666856206425
121,0.309938640621928,1.033511589119188,7,160.84647989751932,822.1943283760238,0.7860641020941401
122,0.08377772845595563,1.1644733314001918,7,145.331294297681,1466.1176152047947,0.5268357281312085
123,0.21632296086824387,0.840068902283774,7,20.0,1158.7002102173908,0.7785951405524315
124,0.066645669544757,0.9778555941915025,7,53.250600880176506,1176.0413750892858,0.5628136875000755
125,0.2475963276978076,1.136184110283449,7,218.20310718896803,772.9780736466687,0.6232124719766728
126,0.18194448493311416,0.9671944437828628,7,163.45413732693166,1163.3208424678533,0.6265414886044147
127,0.10780967554641877,0.8849763892140375,1,188.99124942794717,1353.396379002844,0.4255599098679431
128,0.09136118708902066,0.8879731223284644,7,304.7104331560873,865.8974780370047,0.9610376645313516
129,0.28505782887108483,0.9845219541117475,14,37.521226912527055,1324.6589668129614,0.7017224411794425
130,0.11823718741475445,1.015737683662651,7,151.658363732082,1222.2530634197556,0.9674065676987247
131,0.4200480473507189,1.1878164880172064,14,202.6453156093461,1039.0610965419232,0.7861080606382815
132,0.282424455880158,1.0890135883555971,1,95.50080749105808,1413.668271622826,0.6552342078394046
133,0.18874792181393485,1.1106808795319756,1,351.77725367129005,649.435807755361,0.752759080764947
134,0.28636619659256674,1.2423442271911582,14,289.0304161935777,1286.6701871859273,0.5597457155286785
135,0.059121548411879,0.9853295481354383,14,214.81599925065066,1604.858789518323,0.624348458543475
136,0.43342368529657815,0.9815094814621077,14,395.3078135194304,1559.9857847751655,0.9459238551213431
137,0.24292137477716008,1.2155061354766155,1,20.0,1297.4516801346306,0.7921877745870051
138,0.3630940909001145,0.9106440141522765,14,179.0728462673182,1124.5798059672886,0.770102776383592
139,0.08309199996897543,1.12841686083629,7,223.96043627208732,1041.0493608630923,0.5284065048508062
140,0.24466333233526416,1.1395579121981605,7,70.25339438472935,1124.2685515235894,0.7943570160897694
141,0.2462827977418084,0.8440045988504494,7,216.0857450181274,1335.9518119794766,0.8058840248849829
142,0.42513058198999315,1.010704132562113,14,47.21010074545464,998.1890486351459,0.5927771509736472
143,0.27869122095043014,0.8902531120946994,1,262.86687819291035,1389.3559545125952,0.8668637438094654
144,0.23939576042278154,0.8834188727611186,14,306.9401721754688,1733.290129500831,0.7595439963924165
145,0.15679026523675743,1.0087226497082944,7,212.6800081353994,1184.5291912181513,0.8021651151270065
146,0.1826275989370209,0.9302433683786293,14,20.0,863.9012991791737,0.8407357402166155
147,0.2582689609886151,1.158227201431642,14,63.98477746007585,863.8138134208968,0.8231435704666306
148,0.22556458412201869,1.208422201125717,14,247.7652003855793,1394.141387927894,0.7971696523186492
149,0.05864483195213217,1.1612242723797646,7,182.5438372214839,1185.063455259889,0.9417277252004057
150,0.3805167696777431,0.9197138926797495,1,20.0,1419.2077240160133,0.9130277189707313
151,0.4084643087359067,0.9233604771598738,7,329.1396460641888,1066.5914377101626,0.7792739619086055
152,0.10609963559944431,0.9146277575528604,7,196.39878075045988,1407.655886884958,0.6774349468773162
153,0.2716144574156198,0.8607671432253062,1,81.7110403199946,1160.4252066375686,0.8884500629027129
154,0.09343029645417743,1.22470926564667,7,299.3946717079997,1016.8739861690127,0.586692165843911
155,0.3188960372159247,0.9809215091706812,7,98.69519845117213,1099.7503802994038,0.7900829744435625
156,0.16249351353560332,0.9011102635456432,1,97.38574588749424,900.7364111441909,0.7336151642738199
157,0.3137690538767607,1.1810019727287095,1,223.00231812168434,1697.3398896454028,0.815853458288544
158,0.340797845714753,0.9796378861960058,14,393.72461510907533,1175.9045466103782,0.8334263465762044
159,0.35745899676706283,0.81580256499935,7,374.83046135674635,1361.1285221705489,0.4029825326372428
160,0.09309637838235862,0.8728737066123341,14,223.1653798684928,1065.7827167823002,0.4622259026117468
161,0.4164047380550432,1.0876626531602764,14,235.48627906203836,937.0180445050441,0.7331115788786328
162,0.14208559635795232,1.1523073733772757,1,274.979871850179,1141.5298722705163,0.558662562356104
163,0.06496502247047192,0.8949204748199209,14,29.161958955678102,1475.2981333447997,0.9210617474705921
164,0.27194098775659337,1.212828015169764,7,257.29780045823793,1069.8170521504292,0.8590408477509331
165,0.1983689135449755,1.182948704023474,7,91.91118382277662,982.3670068176461,0.3931984630500808
166,0.38191589725296526,1.1817713393274865,1,218.21736801558967,1238.866061092286,0.7670622946809729
167,0.37330058882572076,0.9024475160596463,7,152.7038846871195,1324.755650179436,0.41690474902840335
168,0.17685555712908613,0.8227411948925261,1,240.14499925370572,1610.7120422132957,0.9472035599668209
169,0.431159758027898,1.1903405927671626,7,194.1724158007752,1288.4376195931236,0.6151328440736097
170,0.16636713525604746,0.9376101029323554,14,20.0,1360.9981696328086,0.8362276465294386
171,0.25602285169268585,1.0785123715280867,7,201.46700540462166,1379.8188092300804,0.9170471708204007
172,0.1523860362270411,1.1419850976653285,14,257.05835427591154,911.7461545168424,0.7621669587353482
173,0.4244174280195853,0.8577319663300041,14,233.51140180061444,959.1669823826139,0.8679051750029599
174,0.11584312703280726,1.1513772595335716,7,167.68968645497046,929.0259275985875,0.9665288156185813
175,0.0679642477569316,1.2223301565324796,1,377.05940303164874,866.9635610770886,0.8992202329766196
176,0.22403882400121516,1.127768734585884,14,217.36477549459931,1398.864968717601,0.8886849861316269
177,0.44695022562233483,0.9985502368162511,7,232.52079602317275,1272.512522915939,0.8604922571076751
178,0.4066709065019656,1.1945051624382663,1,305.33902728606824,1219.8740157728623,0.6724758169088222
179,0.3494432077827797,1.0373559335326517,7,223.51115996359187,551.8208711494328,0.8943288456849714
180,0.40631699635140994,1.1351469175175395,14,72.23786959029557,1713.8692146546546,0.8977543270994148
181,0.4073786558791453,1.169227674736372,7,20.0,976.431998961611,0.8565663079016431
182,0.25754334415457963,1.1372087877645527,7,122.74549175783022,1712.9531889847394,0.6970670409084582
183,0.1763716207323172,0.9295346942216693,7,271.313463105734,837.689629837171,0.7176894366324181
184,0.3588049728443952,0.853029755407624,1,137.62844022986332,996.8997103608658,0.8246055067464697
185,0.31466450526710443,0.9072523382129271,1,276.14140467380753,649.2876543725926,0.612906680228435
186,0.19946309154948405,1.026293721641159,14,197.84738111043276,1290.5312439856743,0.5494094382257891
187,0.08778666722460611,1.0273746150318932,14,334.5679284314622,924.6857947971919,0.9097662898154241
188,0.3487158445396104,1.0621899571915419,1,144.57399514552066,931.7499614754115,0.8503425375865915
189,0.1549842063691459,0.977795826896551,7,236.11377918812258,856.8714457064007,0.2884793008930949
190,0.4247252602135117,1.1541011216525123,7,240.7062077442431,1394.3387656844657,0.910120768156541
191,0.1463882300022739,1.2109191876562435,1,360.1922247157432,1377.8659128918869,0.7226203897016836
192,0.09910317296459442,0.9110262740657621,7,20.0,1653.0084727696963,0.8614678421426578
193,0.3824450688499625,1.1314354479658495,7,124.99100705362109,1028.5733447317566,0.6820100266003434
194,0.11131372664979762,1.1050873336452702,7,281.82193264662044,1254.7048427617,0.7884711691915935
195,0.12170732326309563,1.0353907246756917,7,365.50757757343774,877.6662006495121,0.7819558663509971
196,0.2897531166083374,0.8848386052433721,7,208.80858151704965,1116.2402443161704,0.7087543575488587
197,0.3998248163349858,1.1578545163622194,1,144.87550026942156,1070.2886716797057,0.7987063864292889
198,0.12857386628582929,1.2322818285329746,7,270.85420424093337,1316.1124893738552,0.5587748940866514
199,0.1741294691600379,1.124826349505126,14,284.24432102780196,1454.2554516045477,0.5974721806697931
200,0.360961935296471,1.2130369984815803,14,136.84059855992314,1447.766672707875,0.7804342161531418
201,0.43873057042438696,1.2428833692266,14,219.63687746130555,989.2969319455973,0.6464057632294649
202,0.25029647448093695,0.9584228034076572,14,321.6632714894363,1449.6169761557499,0.7967624515527678
203,0.10755900102050031,1.0872005988168516,7,406.8550791929342,1188.9787157230508,0.9287365340320012
204,0.05557451508328062,1.013269731937135,14,269.11259510823504,1118.8507760257462,0.48711738964745743
205,0.1418624119995421,1.2439829360884536,7,185.29666759987117,1022.8721282952704,0.8649999601158139
206,0.10272888711460842,0.8422135208034762,1,173.510978875451,1060.016051409612,0.7399618976192198
207,0.32106346944514297,0.9855687114337511,1,246.88758686323473,1635.5784615490584,0.7862946240076691
208,0.09873300185141246,1.1939925700372562,1,166.119258902466,1276.852691623506,0.9090896387320958
209,0.2525319726482532,0.927823089736932,1,202.7568598826866,1243.6529618753011,0.7489480385343916
210,0.3277049742571546,1.1545067827874926,7,53.05484825629503,1134.4382853657632,0.8775271444166004
211,0.282446643688361,0.9722524232511152,14,335.6468635789391,1811.4946528595071,0.8957467562058734
212,0.12991026066402306,1.240990342950571,14,43.177832742158586,1526.2526222116062,0.7183008177401511
213,0.3716498104729051,1.1975884263906684,7,128.1465887456385,1019.7344713003018,0.7572540141547389
214,0.33616285184632066,0.9355941609481769,1,191.71119130221766,1131.5962363238439,0.5603932465341608
215,0.3455936015662167,1.1465869010920349,14,418.91842558663666,1146.4388641572723,0.5389745963461173
216,0.10242310062292531,0.951585444724971,7,129.27804181772072,1236.4679945706498,0.6261539953352828
217,0.09950152146013785,1.072863278096991,1,100.07810232475244,1024.6935018421411,0.789731054682919
218,0.4210250204026031,1.0963163457769813,7,113.90196991994475,1309.704130840424,0.5061133841537043
219,0.20903127752997624,1.1733179340885673,7,379.06766011335753,1563.0220330098286,0.8198305507308727
220,0.1703794767123759,0.8110028783969068,7,20.0,871.5929727489593,0.9046572384643924
221,0.24543361814061332,0.8990710510185349,14,59.67143854216957,917.9633157269832,0.703638262898455
222,0.31514568510543295,1.1203630147648604,14,507.7546450991462,1079.2103611756734,0.5970175995075558
223,0.432249302818788,1.0535854566362919,7,250.90584881899645,1090.8011099730427,0.805760686453478
224,0.164578490752822,1.0230222851905144,1,47.2818060792936,1699.6164686864827,0.7493638101784461
225,0.41992337172481087,0.8248444805185913,14,174.9698421390274,1450.4273050037098,0.8407081162266516
226,0.05994379655450253,0.9567241475576553,7,188.0945479281434,1436.0805880295661,0.8813580527799444
227,0.2720792169307299,1.1892951043597917,7,281.5350295086727,1133.90857662165,0.8745955557433299
228,0.30359004467243406,0.8139017766662145,7,400.7402403387076,1128.4216483032965,0.6786136912426932
229,0.09235896150030132,0.9783963059141655,7,226.62620175350585,837.0736465586504,0.6203478293805574
230,0.10613583882556506,1.2253167294518477,7,115.2254036384447,1395.4350570119543,0.6768321580608102
231,0.21764572772652152,0.8228963305452566,1,274.4501330517845,1322.7636512021963,0.5083307016483434
232,0.4364927648572727,1.1373675879700866,7,96.20967637645667,1521.499341169571,0.8544448899451499
233,0.28841702129374913,0.9159256772819164,1,55.999500481316474,1147.2925716609582,0.5002257702534955
234,0.4232092886400845,1.1899739744691527,7,20.0,1164.5552134499007,0.8186792513963145
235,0.3717443662451883,1.1357305905317143,1,20.0,1242.511382140159,0.7727085851918161
236,0.23695264062211663,1.1985673268862633,14,72.42658126508738,1422.9743938767738,0.6350779291797526
237,0.363905379700875,0.8971661556940698,7,38.66522787589548,832.4460944756303,0.9627377873759271
238,0.0571347135907951,1.0390817396683723,7,217.58838328496608,1384.0140334345938,0.8446547937849661
239,0.09365759870629398,1.1506714746086604,7,36.07178090111577,1194.8761094567924,0.7884637105946606
240,0.38177144595309453,0.9105648843477415,14,20.0,935.340683011576,0.8118045296210635
241,0.36872683533006473,0.9038358373702476,7,54.730587049264116,678.8485618364834,0.7168662794532047
242,0.1430562967865735,0.8122319600739133,14,123.37684227342967,1165.8815720304117,0.7253203769818204
243,0.2623078362396214,1.2313318822889536,7,107.34606145536415,1561.9282458185176,0.39986838147754805
244,0.2924063282800044,1.1195075960245806,1,362.34296151710214,1618.6711666853487,0.8408129668472595
245,0.39709558151040447,1.0860021593045832,7,106.37489288530199,1288.844052667524,0.5401158271005975
246,0.2912428629354903,1.1347976252127459,7,285.71081558390375,1690.5014159605619,0.9025056241026086
247,0.21502862770947212,1.0392258134129477,14,177.7220880382966,1189.2647292608137,0.6799011754959015
248,0.1996736173628731,1.0142602194906847,14,174.92343291928816,1438.3258879106952,0.6698889678361828
249,0.22035283454940396,1.0022895085055845,7,79.75436533823557,1087.1922777733932,0.8040159486517424
250,0.31077241023198965,1.0881976454466387,14,172.94608181030793,1071.350290178963,0.7364565314604707
251,0.39699625270093,0.8906907389265725,7,88.18846477230997,1030.6227207798408,0.7123971756221781
252,0.2315587528305199,1.1996264127566914,7,200.40291771054845,684.8677632189219,0.5447397732575335
253,0.14913582518054325,1.1652885670486692,7,151.65004408515742,1521.773064986728,0.6750436566918869
254,0.14466494519903245,0.9573036251534153,1,66.64464801700798,1039.5918902154958,0.7281401428064281
255,0.3484057120973786,1.060374183565636,14,299.0273207640714,999.6403050612009,0.7248642606130453
256,0.3766275053695642,0.8634622849775067,1,231.22085760257104,905.0070795968311,0.8423943161687948
257,0.09211123194165,1.237555811570119,7,126.23247190293021,1148.9101408659292,0.6118683781603157
258,0.07662354278207127,1.2063017094336277,7,197.4591656442372,1640.8730776399357,0.6644026600082803
259,0.2877734655025807,1.2148538779246403,1,169.94129741976437,1723.4447127056794,0.3947107471925127
260,0.10846929767707932,0.9494733714665533,1,75.88908752840713,784.7832810494792,0.6029296201340147
261,0.3798656761825365,0.8761106183222851,7,188.45954748253965,1111.3880010059295,0.4043645264327894
262,0.17413386956962978,0.8952974735598397,1,105.47858942311507,941.4105574765754,0.675737232560668
263,0.10754877318845707,0.8405006259702905,7,66.6079397255881,1447.08443530288,0.9149152990407209
264,0.4183881889949801,0.854049783545623,7,20.0,1271.6483868234816,0.8859251746754956
265,0.11621268909411127,0.8320870403831805,7,136.9671175753643,1040.8576681550412,0.8835357535774426
266,0.16388803293517423,1.2454203811421931,7,248.0364791500468,1218.1432701477547,0.6766491759617503
267,0.11144535807682346,0.8333259575160832,14,96.64087759453685,1080.6453446480728,0.7329364653963307
268,0.09619602546614199,0.8596439364281362,14,482.48504305895636,1603.5615235937241,0.9116902323413605
269,0.058459206534576015,1.1722645680158315,1,286.28227843832786,1336.7398787540096,0.6848514578067129
270,0.07215816366570404,1.0611080975343246,14,336.5196159192574,1367.4558552291096,0.7615435388022795
271,0.11985658837434109,1.1484877420561996,7,275.429161448851,533.2706304917756,0.6215904358243641
272,0.07135277305087016,1.0839104034976947,7,402.34379699262877,1183.3028302927974,0.8281950453900098
273,0.2864575264443885,1.1969787816480266,14,85.55976198329495,1720.8027397647586,0.6174188964804765
274,0.32228581071980256,1.0873103874941332,14,20.0,1531.532267509171,0.8448710314642564
275,0.2074521827328113,1.034956291806418,14,126.46492699765403,738.2276035199243,0.6663607817806247
276,0.17719643878081975,1.120737362192585,7,246.98622906570452,1121.6435418291014,0.8903638124487423
277,0.25181049480889206,1.0013267383064492,7,198.1820366097574,899.6201335203197,0.558157090887835
278,0.4000019768938434,0.9557287203071306,7,213.05671331613405,1627.7753900907176,0.4646645831007936
279,0.3904526507288824,1.0104436036025957,1,338.5092003203847,1261.069570568977,0.6845598665968883
280,0.06739002480511679,0.8763713472943523,7,225.84690893549995,1008.051110067141,0.8474614526674253
281,0.12259936383860964,1.1584572784112113,1,275.8695513109226,1208.5394858851973,0.616587600756317
282,0.14469794844175843,0.9173167016011752,7,67.25247097766893,548.1586177328791,0.7472483678521323
283,0.14975503033288473,0.8690891958516714,1,48.552757294075604,928.7596741358559,0.5891907226372376
284,0.2784930606971091,0.9108585088024521,7,373.6936707629385,1209.1109314565774,0.8334986341315215
285,0.2165049702812769,1.178931568297508,7,192.10818421764813,1411.4188421133306,0.8858972709325007
286,0.0697016479710376,0.9485905830189791,7,105.21249798646382,714.6714698506648,0.7145841487210922
287,0.19944565538382864,1.108722441277655,7,105.43266077434582,1104.7111730743927,0.495792109057135
288,0.2595011794870549,1.1853843337950827,1,102.1052254034091,1452.4214346297053,0.7239073555489581
289,0.0906687611614864,0.834985100116269,7,94.924917474499,837.136668906682,0.8622564162982661
290,0.3833834215154239,1.1442609823301193,7,26.022263687560837,1257.2957086960432,0.5783069820789096
291,0.07078474658604171,0.9384494598705635,14,20.0,1216.493625776501,0.8190071525485418
292,0.4199367476072248,0.8974800638828192,7,156.5994746814697,1628.5950800891505,0.8712074973788345
293,0.08964525663195021,1.1100056536038374,7,108.84889556155207,1142.4659517220905,0.2675180126829983
294,0.3874299806391011,1.2094084802299552,7,312.85911425319546,1157.0998504062325,0.717931356379072
295,0.41106125757104683,0.932758643920578,14,215.16919839202998,1413.7399382911722,0.6329201934525721
